time,cat_name,state,lick,bout,water
2025-10-17 23:12:06.096,unknown,0,0,0,1.01003
2025-10-17 23:12:07.736,unknown,1,0,0,1.0114
2025-10-17 23:12:08.904,unknown,0,0,0,1.00884
2025-10-17 23:12:13.616,unknown,1,0,0,1.01472
2025-10-17 23:12:14.568,unknown,0,0,0,1.01262
2025-10-17 23:12:18.704,unknown,1,0,0,1.02084
2025-10-17 23:12:18.784,unknown,0,1,0,1.01778
2025-10-17 23:12:18.936,unknown,1,1,0,1.0102
2025-10-17 23:12:19.784,unknown,0,1,0,1.00657
2025-10-17 23:12:20.784,unknown,0,0,0,1.01269
2025-10-17 23:12:23.720,unknown,1,0,0,1.01617
2025-10-17 23:12:23.856,unknown,0,1,0,1.01632
2025-10-17 23:12:23.984,unknown,1,1,0,1.01148
2025-10-17 23:12:24.704,unknown,0,1,0,1.01334
2025-10-17 23:12:24.992,unknown,1,1,0,0.999158
2025-10-17 23:12:24.064,unknown,0,2,0,1.01116
2025-10-17 23:12:25.064,unknown,0,0,0,0.998111
2025-10-17 23:12:28.960,unknown,1,0,0,1.01551
2025-10-17 23:12:28.048,unknown,0,1,0,1.02172
2025-10-17 23:12:28.120,unknown,1,1,0,1.00464
2025-10-17 23:12:29.688,unknown,0,1,0,1.00988
2025-10-17 23:12:29.784,unknown,1,1,0,1.01237
2025-10-17 23:12:29.888,unknown,0,2,0,1.01165
2025-10-17 23:12:30.880,unknown,0,0,0,1.0056
2025-10-17 23:12:34.880,unknown,1,0,0,1.00673
2025-10-17 23:12:34.960,unknown,0,1,0,1.01391
2025-10-17 23:12:34.040,unknown,1,1,0,1.00617
2025-10-17 23:12:35.920,unknown,0,1,0,1.01367
2025-10-17 23:12:35.976,unknown,1,1,0,1.01617
2025-10-17 23:12:35.104,unknown,0,2,0,1.00367
2025-10-17 23:12:36.104,unknown,0,0,0,1.00939
2025-10-17 23:12:40.848,unknown,1,0,0,1.01657
2025-10-17 23:12:40.896,unknown,0,1,0,1.00311
2025-10-17 23:12:40.304,unknown,1,1,0,1.01463
2025-10-17 23:12:41.488,unknown,0,1,0,1.00472
2025-10-17 23:12:42.488,unknown,0,0,0,1.00246
2025-10-17 23:12:46.120,unknown,1,0,0,1.01367
2025-10-17 23:12:47.224,unknown,0,0,0,1.01681
2025-10-17 23:12:53.912,unknown,1,0,0,1.0081
2025-10-17 23:12:53.024,unknown,0,1,0,1.00327
2025-10-17 23:12:53.080,unknown,1,1,0,1.02067
2025-10-17 23:12:54.968,unknown,0,1,0,1.01745
2025-10-17 23:12:54.024,unknown,1,1,0,1.00681
2025-10-17 23:12:54.072,unknown,0,2,0,1.01464
2025-10-17 23:12:55.072,unknown,0,0,0,1.01367
